File: lockd
Build ID: f69983d50bc7ff2c5876752c21abc6eccb11141d
Type: cpu
Time: 2026-01-28 08:57:42 CET
Duration: 5.11s, Total samples = 12.90s (252.29%)
Showing nodes accounting for 8.18s, 63.41% of 12.90s total
Dropped 735 nodes (cum <= 0.06s)
      flat  flat%   sum%        cum   cum%
         0     0% 63.41%      0.12s  0.93%  runtime.(*mheap).alloc.func1
         0     0% 63.41%      0.12s  0.93%  runtime.(*mheap).allocSpan
         0     0% 63.41%      0.24s  1.86%  runtime.(*mspan).markBitsForIndex (inline)
         0     0% 63.41%      0.20s  1.55%  runtime.(*mspan).typePointersOfUnchecked
         0     0% 63.41%      0.07s  0.54%  runtime.bgsweep
         0     0% 63.41%      0.07s  0.54%  runtime.casgstatus
         0     0% 63.41%      0.07s  0.54%  runtime.chansend1
         0     0% 63.41%      0.45s  3.49%  runtime.copystack
         0     0% 63.41%      0.17s  1.32%  runtime.futexwakeup
         0     0% 63.41%      1.60s 12.40%  runtime.gcBgMarkWorker
         0     0% 63.41%      1.60s 12.40%  runtime.gcBgMarkWorker.func2
         0     0% 63.41%      0.56s  4.34%  runtime.gcDrainMarkWorkerDedicated (inline)
         0     0% 63.41%      1.04s  8.06%  runtime.gcDrainMarkWorkerIdle (inline)
         0     0% 63.41%      0.25s  1.94%  runtime.goexit0
         0     0% 63.41%      0.15s  1.16%  runtime.goready (inline)
         0     0% 63.41%      0.14s  1.09%  runtime.lock (inline)
         0     0% 63.41%      0.27s  2.09%  runtime.mPark (inline)
         0     0% 63.41%      0.08s  0.62%  runtime.newproc
         0     0% 63.41%      0.08s  0.62%  runtime.newproc.func1
         0     0% 63.41%      0.45s  3.49%  runtime.newstack
         0     0% 63.41%      0.17s  1.32%  runtime.notewakeup
         0     0% 63.41%      0.12s  0.93%  runtime.resetspinning
         0     0% 63.41%      0.07s  0.54%  runtime.send
         0     0% 63.41%      0.17s  1.32%  runtime.startm
         0     0% 63.41%      0.29s  2.25%  runtime.stopm
         0     0% 63.41%      0.07s  0.54%  runtime.sweepone
         0     0% 63.41%      0.08s  0.62%  runtime.unlock (inline)
         0     0% 63.41%      0.08s  0.62%  runtime.unlockWithRank (inline)
         0     0% 63.41%      0.08s  0.62%  sync.(*Mutex).Unlock (inline)
         0     0% 63.41%      0.07s  0.54%  syscall.Close
         0     0% 63.41%      0.16s  1.24%  syscall.Fdatasync
         0     0% 63.41%      0.11s  0.85%  syscall.Getdents
         0     0% 63.41%      0.11s  0.85%  syscall.Open (inline)
         0     0% 63.41%      0.21s  1.63%  syscall.Pread (inline)
         0     0% 63.41%      0.30s  2.33%  syscall.Pwrite (inline)
         0     0% 63.41%      0.36s  2.79%  syscall.Read (inline)
         0     0% 63.41%      0.11s  0.85%  syscall.ReadDirent (inline)
         0     0% 63.41%      1.45s 11.24%  syscall.Syscall
         0     0% 63.41%      0.72s  5.58%  syscall.Write (inline)
         0     0% 63.41%      0.11s  0.85%  syscall.openat
         0     0% 63.41%      0.21s  1.63%  syscall.pread
         0     0% 63.41%      0.30s  2.33%  syscall.pwrite
         0     0% 63.41%      0.36s  2.79%  syscall.read
         0     0% 63.41%      0.72s  5.58%  syscall.write
         0     0% 63.41%      0.07s  0.54%  time.Time.AppendFormat
         0     0% 63.41%      0.07s  0.54%  time.Time.Format
